GameDate,FirstName,LastName,Team,LW,,,,,,,,,PA,AB,R,H,1B,2B,3B,HR,RBI,SAC,SF,HBP,BB,K,SB,CS,GIDP,HFC,GB,FB,LD,POPU,BH,IFH,OUTS,,,,,,,
4/30/2016,Rougned,Odor,TEX,1.83,,,,,,,,,5,5,2,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,,0,2,,,,,,,
4/6/2016,Ryan,Rua,TEX,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,,0,4,,,,,,,
4/9/2016,Ryan,Rua,TEX,-0.10,,,,,,,,,4,4,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,0,3,,,,,,,
4/11/2016,Ryan,Rua,TEX,1.13,,,,,,,,,4,4,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,1,,,,,,,
4/12/2016,Ryan,Rua,TEX,0.35,,,,,,,,,4,4,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,,0,2,,,,,,,
4/21/2016,Ryan,Rua,TEX,0.27,,,,,,,,,4,4,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,0,2,,,,,,,
4/6/2016,Justin,Ruggiano,TEX,-0.02,,,,,,,,,4,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,,0,3,,,,,,,
4/20/2016,Garry,Smith,TEX,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/24/2016,Darwin,Barney,TOR,0.35,,,,,,,,,4,4,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,,0,2,,,,,,,
4/25/2016,Darwin,Barney,TOR,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,0,4,,,,,,,
4/3/2016,Jose,Bautista,TOR,0.09,,,,,,,,,4,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
4/30/2016,Jose,Bautista,TOR,0.65,,,,,,,,,4,4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,1,0,,0,3,,,,,,,
4/6/2016,Ezequiel,Carrera,TOR,-0.29,,,,,,,,,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,1,3,,,,,,,
4/27/2016,Matthew,Dominguez,TOR,-0.42,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,,0,3,,,,,,,
4/3/2016,Joshua,Donaldson,TOR,-0.76,,,,,,,,,5,5,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,,0,4,,,,,,,
4/30/2016,Joshua,Donaldson,TOR,0.09,,,,,,,,,4,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,,0,2,,,,,,,
4/3/2016,Edwin,Encarnacion,TOR,0.27,,,,,,,,,4,4,1,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,,0,2,,,,,,,
4/30/2016,Edwin,Encarnacion,TOR,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,0,4,,,,,,,
4/19/2016,Ryan,Goins,TOR,-0.29,,,,,,,,,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,,0,3,,,,,,,
4/30/2016,Ryan,Goins,TOR,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/30/2016,Kevin,Pillar,TOR,2.28,,,,,,,,,4,3,1,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,,0,1,,,,,,,
4/30/2016,Michael,Saunders,TOR,-0.57,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/30/2016,Justin,Smoak,TOR,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,,0,4,,,,,,,
4/30/2016,Joshua,Thole,TOR,-0.24,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
4/30/2016,Troy,Tulowitzki,TOR,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,,0,4,,,,,,,
4/14/2016,Matthew,den Dekker,WAS,-0.24,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
4/21/2016,Matthew,den Dekker,WAS,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,,0,4,,,,,,,
4/28/2016,Matthew,den Dekker,WAS,0.59,,,,,,,,,4,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,,0,2,,,,,,,
4/13/2016,Stephen,Drew,WAS,0.83,,,,,,,,,3,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,,0,2,,,,,,,
4/17/2016,Stephen,Drew,WAS,-0.57,,,,,,,,,4,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/23/2016,Stephen,Drew,WAS,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,,0,4,,,,,,,
4/24/2016,Stephen,Drew,WAS,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,,0,4,,,,,,,
4/27/2016,Daniel,Espinosa,WAS,0.54,,,,,,,,,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,,,,,,,
4/30/2016,Daniel,Espinosa,WAS,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/27/2016,Bryce,Harper,WAS,0.39,,,,,,,,,4,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,,0,2,,,,,,,
4/30/2016,Bryce,Harper,WAS,-1.20,,,,,,,,,5,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,0,,0,4,,,,,,,
4/14/2016,Chris,Heisey,WAS,-0.44,,,,,,,,,4,4,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,0,3,,,,,,,
4/12/2016,Jose,Lobaton,WAS,-0.11,,,,,,,,,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,,0,2,,,,,,,
4/17/2016,Jose,Lobaton,WAS,-0.42,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/30/2016,Jose,Lobaton,WAS,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/27/2016,Daniel,Murphy,WAS,0.23,,,,,,,,,3,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,0,2,,,,,,,
4/30/2016,Daniel,Murphy,WAS,0.35,,,,,,,,,4,4,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,,0,2,,,,,,,
4/27/2016,Anthony,Rendon,WAS,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,,0,4,,,,,,,
4/30/2016,Anthony,Rendon,WAS,0.75,,,,,,,,,5,4,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,,0,2,,,,,,,
4/10/2016,Clinton,Robinson,WAS,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1,0,,0,3,,,,,,,
4/30/2016,Joe,Ross,WAS,-0.17,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,,0,2,,,,,,,
4/28/2016,Pedro,Severino,WAS,-0.24,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,,0,2,,,,,,,
4/29/2016,Stephen,Strasburg,WAS,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,3,,,,,,,
4/30/2016,Michael,Taylor,WAS,-1.86,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,,0,5,,,,,,,
4/27/2016,Jayson,Werth,WAS,-0.90,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,3,,,,,,,
4/30/2016,Jayson,Werth,WAS,1.81,,,,,,,,,4,3,1,2,1,0,0,1,4,0,1,0,0,0,0,0,0,0,1,2,1,0,,0,1,,,,,,,
4/27/2016,Ryan,Zimmerman,WAS,-1.22,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,0,4,,,,,,,
4/30/2016,Ryan,Zimmerman,WAS,0.09,,,,,,,,,4,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
